Number;Reference;Name;Text Content;Document;Codes;Number of Codes;Comment;Initial Position;Final Position;Extensão;Creation Date ;Modification Date
1:179;¶ 358;;"""Todas as comunicações entre o sistema operacional Windows do host e a máquina virtual EFLOW exigida pelos cmdlets do PowerShell são feitas usando um canal SSH. [...] O serviço SSH da máquina virtual não permitirá a autenticação por meio de nome de usuário e senha e está limitado à autenticação de certificado.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Authentication Methods, T2. Security, Privacy & Trust Management: Certificate Configuration, T2. Security, Privacy & Trust Management: Secure Communication, T2. Security, Privacy & Trust Management: Security Settings, T2. Security, Privacy & Trust Management: SSH Authentication;5;;358;358;1;4/4/25;9/14/25
1:180;¶ 360;;"""A máquina virtual EFLOW é criada em uma plataforma de segurança abrangente de quatro pontos: 1. Atualizações de manutenção 2. Sistema de arquivos raiz somente leitura 3. Bloqueio de firewall 4. DM-Verity.""";[ATLAS] - Codifying Fragments;T2. Security, Privacy & Trust Management: Firewall Rules, T2. Security, Privacy & Trust Management: Security Settings, T12. Data Storage, Persistence & Caching: restrictions to storage volume;3;;360;360;1;4/4/25;9/14/25
1:181;¶ 362;;"""Para criar um canal de comunicação entre o sistema operacional host Windows e a máquina virtual EFLOW, usamos a pilha de rede do Hyper-V.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Network Configuration, T1. Edge Connectivity & Communication Protocols: System Operational Communication, T1. Edge Connectivity & Communication Protocols: Virtual Machine Communication, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud to Edge Communication;5;;362;362;1;4/4/25;9/14/25
1:182;¶ 364;;"""Diversos dispositivos virtuais de rede e cenários exigem várias NICs. A máquina virtual EFLOW dá suporte à anexação de várias NICs. Com várias NICs, você gerencia melhor o tráfego de rede.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Multiple NICs Management, T1. Edge Connectivity & Communication Protocols: Network Configuration, T1. Edge Connectivity & Communication Protocols: Traffic Management, T1. Edge Connectivity & Communication Protocols: Virtual Machine Communication;4;;364;364;1;4/4/25;9/14/25
1:183;¶ 366;;"""LoRaWAN is a type of wireless wide-area networking that is designed to allow long-range communication at a low bit rate among low-power connected objects, such as sensors operated on a battery.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T13. Sensor Abstraction & Hardware Interface Integration: IoT Integration, T16. LPWAN/LoRaWAN & Other Long‑Range Low‑Power Communications: Long-Range Communication, T16. LPWAN/LoRaWAN & Other Long‑Range Low‑Power Communications: Low-Power Connected Objects;4;;366;366;1;4/4/25;9/14/25
1:184;¶ 368;;"""Network topology is of star-of-stars type, with the leaf sensors sending data to gateways for forwarding telemetry to and receiving commands from backing Internet services.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Data Transmission, T1. Edge Connectivity & Communication Protocols: Network Configuration, T8. Observability, Monitoring & Diagnostics: Telemetry Management, T11 – Stream Processing & Event‑Driven Architectures (Edge): LeafEvent;4;;368;368;1;4/4/25;9/14/25
1:185;¶ 370;;"""Nowadays, even for simple scenarios like having 10 devices connected to a single LoRaWan gateway (hardware with antenna), you need to connect your gateway to a Network Server and then work through connectors provided by the server vendor to integrate your LoRa gateways and devices with the back end.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Communication Protocol, T1. Edge Connectivity & Communication Protocols: Connection Quality, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Binding, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Network Server Integration;5;;370;370;1;4/5/25;9/14/25
1:186;¶ 372;;"""Customers looking for an operated network with national or international reach (e.g. fleet operators, logistics) will tend to choose this setup accepting the potentially higher complexity and dependency on the network operator.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Dependency on Network Operator, T1. Edge Connectivity & Communication Protocols: Network Complexity, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Fleet Operators, T11 – Stream Processing & Event‑Driven Architectures (Edge): Customer Preferences;4;;372;372;1;4/5/25;9/14/25
1:187;¶ 374;;"""However, customers looking for any of the following are expected to prefer a setup where the LoRaWAN network servers runs directly on the gateway/Azure IoT Edge: ● Primarily coverage on their own ground (e.g. manufacturing plants, smart buildings, facilities, ports). ● Capabilities that Azure IoT Edge brings to the table: ○ Local processing on the gateway.○ Offline capabilities of the gateway. ○ Gateway management.● Homogenous management of devices and gateways independent of connectivity technology.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Device Management, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Gateway Management, T9. Optimised AI/ML Execution at the Edge: Local Processing, T9. Optimised AI/ML Execution at the Edge: Offline Capabilities, T11 – Stream Processing & Event‑Driven Architectures (Edge): Customer Preferences;5;;374;374;1;4/5/25;9/14/25
1:188;¶ 376;;"""KAN has three high-level components: portal, controller-API and agent. You can interact with KAN through its portal, Kubernetes tools like kubectl, and Azure Arc through GitOps.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Unified APIs, T5. Edge‑Cloud Continuum Integration & Messaging Middleware: Cloud Integration, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Tools;3;;376;376;1;4/5/25;9/14/25
1:189;¶ 378;;"""Portal provides an intuitive graphic interface for users to create, edit and manage their intelligent edge payloads. It offers an AI model zoo, a drag-n-drop AI skill editor, live camera previews and many other features.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T14. Edge Development Frameworks & Programmability: Easy Development Features, T14. Edge Development Frameworks & Programmability: User-Friendly APIs;3;;378;378;1;4/5/25;9/14/25
1:190;¶ 380;;"""Controller-API is a Kubernetes operator that manages states of objects of a KAN API object model.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Device Management, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T4. Modular Edge Architecture & Service Orchestration: Core Services;3;;380;380;1;4/5/25;9/14/25
1:191;¶ 382;;"""Agent offers a number of services to edge payloads, such as retrieving new AI skill definitions and reporting object states.""";[ATLAS] - Codifying Fragments;T4. Modular Edge Architecture & Service Orchestration: Core Services, T6. Digital Twins & Device State Management: Object State Reporting, T9. Optimised AI/ML Execution at the Edge: AI Skill Definitions, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications;4;;382;382;1;4/5/25;9/14/25
1:192;¶ 384;;"""A solution is the combination of an AI skill and custom containers (business logic), expressing the functional solution to your use case. Because your inputs to the portal ultimately run on a Kubernetes cluster (K8s), a solution is deployed from the K8s control plane to K8s nodes or a target.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): System Deployment Options, T14. Edge Development Frameworks & Programmability: Custom Solutions, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Cluster Management;4;;384;384;1;4/5/25;9/14/25
1:193;¶ 386;;"""You defined the target (compute device/cluster) in the first step. This is your Edge virtual machine (VM) where the AI applications are running. If there are K8s environments you want to run on IoT edge environments, you can expand your targets to include these environments, for example, K8s AKS HCI, K3s AKS-IoT, and Iot Edge devices such as EFLOW.""";[ATLAS] - Codifying Fragments;T1. Edge Connectivity & Communication Protocols: Virtual Machine Communication, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Edge Device Management, T7. Infrastructure Automation & Configuration Management: Target Definition, T9. Optimised AI/ML Execution at the Edge: Edge Data Processing Applications, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Cluster Management;5;;386;386;1;4/5/25;9/14/25
1:194;¶ 388;;"""Olares supports different Kubernetes distributions depending on the underlying environment: Linux environments (including WSL, PVE, LXC, Raspberry Pi): Users can choose to install Kubernetes or the lightweight K3s, with K3s being the default for its better performance and resource efficiency on local hardware. macOS: minikube is used to deploy Kubernetes within a Linux virtual machine, ensuring a unified experience across platforms.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T14. Edge Development Frameworks & Programmability: Cross-Platform Runtime, T15. DevOps, CI/CD & Build Environments for Edge: Deployment Environment, T15. DevOps, CI/CD & Build Environments for Edge: Kubernetes Cluster Management;5;;388;388;1;4/5/25;9/14/25
1:195;¶ 390;;"""Olares provides flexibility in storage solutions tailored to both single-node and multi-node setups: Local storage (default): Ideal for single-node deployments, offering the best read/write performance. S3: A cloud-based storage option. Ideal for cloud deployment via S3 or any S3-compatible service. MinIO: A distributed storage solution for self-hosted deployment.""";[ATLAS] - Codifying Fragments;T12. Data Storage, Persistence & Caching: Distributed Storage Solution, T12. Data Storage, Persistence & Caching: Local Storage, T12. Data Storage, Persistence & Caching: S3, T12. Data Storage, Persistence & Caching: Storage Engine Options, T14. Edge Development Frameworks & Programmability: Tailored Solutions;5;;390;390;1;4/5/25;9/14/25
1:196;¶ 392;;"""Olares leverages components like CUDA driver, NVIDIA device plugin, and nvShare, which work in conjunction to manage and provision GPU resources effectively.""";[ATLAS] - Codifying Fragments;T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Effective Provisioning, T3. Device Lifecycle Management (Provisoning → Deployment → Operation): Resource Management, T10. Resource Efficiency & Performance Optimisation: GPU Resource Management, T10. Resource Efficiency & Performance Optimisation: Performance Improvement;4;;392;392;1;4/5/25;9/14/25
1:197;¶ 394;;"""Olares uses containerd, a lightweight container runtime, for containerized deployments.""";[ATLAS] - Codifying Fragments;T9. Optimised AI/ML Execution at the Edge: Lightweight Runtime, T9. Optimised AI/ML Execution at the Edge: Runtime Optimization, T15. DevOps, CI/CD & Build Environments for Edge: Container Engines, T15. DevOps, CI/CD & Build Environments for Edge: Containerized Deployments;4;;394;394;1;4/5/25;9/14/25
